Match ID,Map ID,Event,Team,Opponent,Mode,Map,Map Number,Player,Kills,Deaths,K/D,Plus/Minus,Map Result
1982,12,Launch Weekend,Los Angeles Guerrillas,Minnesota Rokkr,Domination,Hackney Yard,3,Saints,19,31,0.61,-12,Loss
1982,12,Launch Weekend,Minnesota Rokkr,Los Angeles Guerrillas,Domination,Hackney Yard,3,Assault,32,19,1.68,13,Win
1982,12,Launch Weekend,Minnesota Rokkr,Los Angeles Guerrillas,Domination,Hackney Yard,3,SiLLY,27,27,1,0,Win
1982,12,Launch Weekend,Minnesota Rokkr,Los Angeles Guerrillas,Domination,Hackney Yard,3,GodRx,30,24,1.25,6,Win
1982,12,Launch Weekend,Minnesota Rokkr,Los Angeles Guerrillas,Domination,Hackney Yard,3,Alexx,26,29,0.9,-3,Win
1982,12,Launch Weekend,Minnesota Rokkr,Los Angeles Guerrillas,Domination,Hackney Yard,3,Asim,27,26,1.04,1,Win
1982,13,Launch Weekend,Los Angeles Guerrillas,Minnesota Rokkr,Hardpoint,Hackney Yard,4,AquA,23,22,1.05,1,Loss
1982,13,Launch Weekend,Los Angeles Guerrillas,Minnesota Rokkr,Hardpoint,Hackney Yard,4,ACHES,20,30,0.67,-10,Loss
1982,13,Launch Weekend,Los Angeles Guerrillas,Minnesota Rokkr,Hardpoint,Hackney Yard,4,Lacefield,12,27,0.44,-15,Loss
1982,13,Launch Weekend,Los Angeles Guerrillas,Minnesota Rokkr,Hardpoint,Hackney Yard,4,Decemate,21,30,0.7,-9,Loss
1982,13,Launch Weekend,Los Angeles Guerrillas,Minnesota Rokkr,Hardpoint,Hackney Yard,4,Saints,22,24,0.92,-2,Loss
1982,13,Launch Weekend,Minnesota Rokkr,Los Angeles Guerrillas,Hardpoint,Hackney Yard,4,Assault,24,17,1.41,7,Win
1982,13,Launch Weekend,Minnesota Rokkr,Los Angeles Guerrillas,Hardpoint,Hackney Yard,4,SiLLY,24,23,1.04,1,Win
1982,13,Launch Weekend,Minnesota Rokkr,Los Angeles Guerrillas,Hardpoint,Hackney Yard,4,GodRx,31,20,1.55,11,Win
1982,13,Launch Weekend,Minnesota Rokkr,Los Angeles Guerrillas,Hardpoint,Hackney Yard,4,Alexx,30,18,1.67,12,Win
1982,13,Launch Weekend,Minnesota Rokkr,Los Angeles Guerrillas,Hardpoint,Hackney Yard,4,Asim,24,20,1.2,4,Win
1936,14,Launch Weekend,London Royal Ravens,New York Subliners,Hardpoint,Azhir Cave,1,wuskin,26,16,1.63,10,Win
1936,14,Launch Weekend,London Royal Ravens,New York Subliners,Hardpoint,Azhir Cave,1,Rated,23,20,1.15,3,Win
