Match ID,Map ID,Team 1,Team 2,Event,Mode,Map,Map Number,Team 1 Score,Team 2 Score,Map Winner,Total Game Time,Map VOD
39,155,Florida Mutineers,New York Subliners,Major 1,Control,Checkmate,3,1,3,New York Subliners,10:31,https://youtu.be/k7ddxV5iGtA?t=2908
39,156,Florida Mutineers,New York Subliners,Major 1,Hardpoint,Checkmate,4,193,250,New York Subliners,9:51,https://youtu.be/k7ddxV5iGtA?t=4324
39,157,Florida Mutineers,New York Subliners,Major 1,Search and Destroy,Miami,5,3,6,New York Subliners,12:11,https://youtu.be/k7ddxV5iGtA?t=5353
40,158,Toronto Ultra,Los Angeles Thieves,Major 1,Hardpoint,Crossroads,1,154,250,Los Angeles Thieves,9:51,https://youtu.be/A0NWue-n8-g?t=621
40,159,Toronto Ultra,Los Angeles Thieves,Major 1,Search and Destroy,Moscow,2,1,6,Los Angeles Thieves,7:25,https://youtu.be/A0NWue-n8-g?t=1470
40,160,Toronto Ultra,Los Angeles Thieves,Major 1,Control,Checkmate,3,2,3,Los Angeles Thieves,12:38,https://youtu.be/A0NWue-n8-g?t=2480
41,161,New York Subliners,Los Angeles Guerrillas,Major 1,Hardpoint,Checkmate,1,250,189,New York Subliners,10:39,https://youtu.be/xud9ve25rYM?t=410
41,162,New York Subliners,Los Angeles Guerrillas,Major 1,Search and Destroy,Miami,2,3,6,Los Angeles Guerrillas,10:40,https://youtu.be/xud9ve25rYM?t=1358
41,163,New York Subliners,Los Angeles Guerrillas,Major 1,Control,Garrison,3,3,0,New York Subliners,8:36,https://youtu.be/xud9ve25rYM?t=2687
41,164,New York Subliners,Los Angeles Guerrillas,Major 1,Hardpoint,Raid,4,250,227,New York Subliners,9:42,https://youtu.be/xud9ve25rYM?t=3629
42,165,Los Angeles Thieves,OpTic Chicago,Major 1,Hardpoint,Crossroads,1,190,250,OpTic Chicago,10:28,https://youtu.be/JPZ6zpU2p8I?t=245
42,166,Los Angeles Thieves,OpTic Chicago,Major 1,Search and Destroy,Raid,2,6,5,Los Angeles Thieves,14:54,https://youtu.be/JPZ6zpU2p8I?t=1235
42,167,Los Angeles Thieves,OpTic Chicago,Major 1,Control,Checkmate,3,1,3,OpTic Chicago,8:15,https://youtu.be/JPZ6zpU2p8I?t=2878
42,168,Los Angeles Thieves,OpTic Chicago,Major 1,Hardpoint,Raid,4,166,250,OpTic Chicago,8:31,https://youtu.be/JPZ6zpU2p8I?t=3849
43,169,OpTic Chicago,New York Subliners,Major 1,Hardpoint,Crossroads,1,155,250,New York Subliners,9:02,https://youtu.be/wqjy9eREVhQ?t=407
43,170,OpTic Chicago,New York Subliners,Major 1,Search and Destroy,Garrison,2,1,6,New York Subliners,8:56,https://youtu.be/wqjy9eREVhQ?t=1268
43,171,OpTic Chicago,New York Subliners,Major 1,Control,Checkmate,3,1,3,New York Subliners,11:46,https://youtu.be/wqjy9eREVhQ?t=2431
44,172,Atlanta FaZe,Dallas Empire,Major 1,Hardpoint,Crossroads,1,250,144,Atlanta FaZe,10:14,https://youtu.be/XQ3FVqDWgE0?t=1059
44,173,Atlanta FaZe,Dallas Empire,Major 1,Search and Destroy,Miami,2,6,2,Atlanta FaZe,9:42,https://youtu.be/XQ3FVqDWgE0?t=2048
44,174,Atlanta FaZe,Dallas Empire,Major 1,Control,Raid,3,3,0,Atlanta FaZe,9:24,https://youtu.be/XQ3FVqDWgE0?t=3309
45,175,New York Subliners,Dallas Empire,Major 1,Hardpoint,Crossroads,1,213,250,Dallas Empire,11:22,https://youtu.be/rc89biX2DkI?t=613
45,176,New York Subliners,Dallas Empire,Major 1,Search and Destroy,Checkmate,2,5,6,Dallas Empire,11:21,https://youtu.be/rc89biX2DkI?t=1638
45,177,New York Subliners,Dallas Empire,Major 1,Control,Checkmate,3,2,3,Dallas Empire,13:08,https://youtu.be/rc89biX2DkI?t=3130
46,178,Dallas Empire,Atlanta FaZe,Major 1,Hardpoint,Moscow,1,176,250,Atlanta FaZe,10:19,https://youtu.be/OkW_emHf5RU?t=620
46,179,Dallas Empire,Atlanta FaZe,Major 1,Search and Destroy,Garrison,2,3,6,Atlanta FaZe,11:49,https://youtu.be/OkW_emHf5RU?t=1597
46,180,Dallas Empire,Atlanta FaZe,Major 1,Control,Garrison,3,1,3,Atlanta FaZe,6:05,https://youtu.be/OkW_emHf5RU?t=3685
46,181,Dallas Empire,Atlanta FaZe,Major 1,Hardpoint,Checkmate,4,250,104,Dallas Empire,8:57,https://youtu.be/OkW_emHf5RU?t=4497
46,182,Dallas Empire,Atlanta FaZe,Major 1,Search and Destroy,Moscow,5,1,6,Atlanta FaZe,6:52,https://youtu.be/OkW_emHf5RU?t=5453
46,183,Dallas Empire,Atlanta FaZe,Major 1,Control,Raid,6,3,0,Dallas Empire,8:36,https://youtu.be/OkW_emHf5RU?t=6367
46,184,Dallas Empire,Atlanta FaZe,Major 1,Search and Destroy,Raid,7,2,6,Atlanta FaZe,7:13,https://youtu.be/OkW_emHf5RU?t=7390
47,185,New York Subliners,Atlanta FaZe,Stage 2 Week 1,Hardpoint,Garrison,1,202,250,Atlanta FaZe,10:11,https://youtu.be/yxlT-jZSX6E?t=479
47,186,New York Subliners,Atlanta FaZe,Stage 2 Week 1,Search and Destroy,Express,2,6,5,New York Subliners,10:03,https://youtu.be/yxlT-jZSX6E?t=1476
47,187,New York Subliners,Atlanta FaZe,Stage 2 Week 1,Control,Raid,3,1,3,Atlanta FaZe,11:22,https://youtu.be/yxlT-jZSX6E?t=2875
47,188,New York Subliners,Atlanta FaZe,Stage 2 Week 1,Hardpoint,Apocalypse,4,195,250,Atlanta FaZe,9:50,https://youtu.be/yxlT-jZSX6E?t=4011
48,189,Seattle Surge,Florida Mutineers,Stage 2 Week 1,Hardpoint,Apocalypse,1,250,104,Seattle Surge,8:27,https://youtu.be/js3nT7pqZxs?t=490
48,190,Seattle Surge,Florida Mutineers,Stage 2 Week 1,Search and Destroy,Checkmate,2,6,3,Seattle Surge,10:27,https://youtu.be/js3nT7pqZxs?t=1379
48,191,Seattle Surge,Florida Mutineers,Stage 2 Week 1,Control,Checkmate,3,0,3,Florida Mutineers,8:16,https://youtu.be/js3nT7pqZxs?t=2823
48,192,Seattle Surge,Florida Mutineers,Stage 2 Week 1,Hardpoint,Checkmate,4,250,224,Seattle Surge,12:07,https://youtu.be/js3nT7pqZxs?t=3743
49,193,Toronto Ultra,Los Angeles Thieves,Stage 2 Week 1,Hardpoint,Garrison,1,183,250,Los Angeles Thieves,,https://youtu.be/Cjn4zVgrAno?t=306
49,194,Toronto Ultra,Los Angeles Thieves,Stage 2 Week 1,Search and Destroy,Raid,2,6,4,Toronto Ultra,9:26,https://youtu.be/Cjn4zVgrAno?t=1376
49,195,Toronto Ultra,Los Angeles Thieves,Stage 2 Week 1,Control,Raid,3,1,3,Los Angeles Thieves,12:59,https://youtu.be/Cjn4zVgrAno?t=2675
49,196,Toronto Ultra,Los Angeles Thieves,Stage 2 Week 1,Hardpoint,Checkmate,4,250,115,Toronto Ultra,8:24,https://youtu.be/Cjn4zVgrAno?t=3962
49,197,Toronto Ultra,Los Angeles Thieves,Stage 2 Week 1,Search and Destroy,Miami,5,5,6,Los Angeles Thieves,15:42,https://youtu.be/Cjn4zVgrAno?t=4944
50,198,Minnesota ROKKR,Paris Legion,Stage 2 Week 1,Hardpoint,Raid,1,216,250,Paris Legion,9:07,https://youtu.be/9c9SH71wCN4?t=361
50,199,Minnesota ROKKR,Paris Legion,Stage 2 Week 1,Search and Destroy,Miami,2,5,6,Paris Legion,14:11,https://youtu.be/9c9SH71wCN4?t=1302
50,200,Minnesota ROKKR,Paris Legion,Stage 2 Week 1,Control,Raid,3,0,3,Paris Legion,6:58,https://youtu.be/9c9SH71wCN4?t=2876
51,201,Paris Legion,OpTic Chicago,Stage 2 Week 1,Hardpoint,Checkmate,1,184,250,OpTic Chicago,9:35,https://youtu.be/ka-lUY-C4jM?t=473
51,202,Paris Legion,OpTic Chicago,Stage 2 Week 1,Search and Destroy,Express,2,6,4,Paris Legion,10:33,https://youtu.be/ka-lUY-C4jM?t=1373
51,203,Paris Legion,OpTic Chicago,Stage 2 Week 1,Control,Raid,3,0,3,OpTic Chicago,10:10,https://youtu.be/ka-lUY-C4jM?t=2727
51,204,Paris Legion,OpTic Chicago,Stage 2 Week 1,Hardpoint,Apocalypse,4,225,250,OpTic Chicago,10:52,https://youtu.be/ka-lUY-C4jM?t=3801
52,205,Minnesota ROKKR,Florida Mutineers,Stage 2 Week 1,Hardpoint,Checkmate,1,214,250,Florida Mutineers,10:31,https://youtu.be/GDgb1XT0-ok?t=713
52,206,Minnesota ROKKR,Florida Mutineers,Stage 2 Week 1,Search and Destroy,Express,2,5,6,Florida Mutineers,11:11,https://youtu.be/GDgb1XT0-ok?t=1704
52,207,Minnesota ROKKR,Florida Mutineers,Stage 2 Week 1,Control,Checkmate,3,1,3,Florida Mutineers,11:27,https://youtu.be/GDgb1XT0-ok?t=3176
53,208,Seattle Surge,Dallas Empire,Stage 2 Week 1,Hardpoint,Moscow,1,135,250,Dallas Empire,9:24,https://youtu.be/-Wd7Yt2_M_I?t=337
53,209,Seattle Surge,Dallas Empire,Stage 2 Week 1,Search and Destroy,Checkmate,2,5,6,Dallas Empire,10:57,https://youtu.be/-Wd7Yt2_M_I?t=1272
53,210,Seattle Surge,Dallas Empire,Stage 2 Week 1,Control,Garrison,3,3,2,Seattle Surge,11:32,https://youtu.be/-Wd7Yt2_M_I?t=2750
53,211,Seattle Surge,Dallas Empire,Stage 2 Week 1,Hardpoint,Raid,4,250,149,Seattle Surge,8:26,https://youtu.be/-Wd7Yt2_M_I?t=3950
53,212,Seattle Surge,Dallas Empire,Stage 2 Week 1,Search and Destroy,Express,5,5,6,Dallas Empire,11:40,https://youtu.be/-Wd7Yt2_M_I?t=4916
54,213,London Royal Ravens,Los Angeles Guerrillas,Stage 2 Week 1,Hardpoint,Apocalypse,1,250,189,London Royal Ravens,10:23,https://youtu.be/Vn0bTvX4TFU?t=474
54,214,London Royal Ravens,Los Angeles Guerrillas,Stage 2 Week 1,Search and Destroy,Miami,2,6,2,London Royal Ravens,9:28,https://youtu.be/Vn0bTvX4TFU?t=1467
54,215,London Royal Ravens,Los Angeles Guerrillas,Stage 2 Week 1,Control,Checkmate,3,3,2,London Royal Ravens,11:06,https://youtu.be/Vn0bTvX4TFU?t=3024
55,216,Toronto Ultra,Atlanta FaZe,Stage 2 Week 1,Hardpoint,Garrison,1,143,250,Atlanta FaZe,9:45,https://youtu.be/I7k2UekgJ-0?t=322
55,217,Toronto Ultra,Atlanta FaZe,Stage 2 Week 1,Search and Destroy,Moscow,2,3,6,Atlanta FaZe,8:51,https://youtu.be/I7k2UekgJ-0?t=1268
55,218,Toronto Ultra,Atlanta FaZe,Stage 2 Week 1,Control,Raid,3,0,3,Atlanta FaZe,,https://youtu.be/I7k2UekgJ-0?t=2574
56,219,New York Subliners,Los Angeles Thieves,Stage 2 Week 1,Hardpoint,Checkmate,1,216,250,Los Angeles Thieves,10:11,https://youtu.be/GZA1WjjH2Zg?t=385
56,220,New York Subliners,Los Angeles Thieves,Stage 2 Week 1,Search and Destroy,Moscow,2,4,6,Los Angeles Thieves,9:09,https://youtu.be/GZA1WjjH2Zg?t=1372
56,221,New York Subliners,Los Angeles Thieves,Stage 2 Week 1,Control,Raid,3,3,2,New York Subliners,13:18,https://youtu.be/GZA1WjjH2Zg?t=2702
56,222,New York Subliners,Los Angeles Thieves,Stage 2 Week 1,Hardpoint,Moscow,4,250,211,New York Subliners,10:40,https://youtu.be/GZA1WjjH2Zg?t=3998
56,223,New York Subliners,Los Angeles Thieves,Stage 2 Week 1,Search and Destroy,Checkmate,5,6,3,New York Subliners,8:43,https://youtu.be/GZA1WjjH2Zg?t=5132
57,224,Paris Legion,Dallas Empire,Stage 2 Week 2,Hardpoint,Garrison,1,200,250,Dallas Empire,11:47,https://youtu.be/WqtSLqvQcyY?t=354
57,225,Paris Legion,Dallas Empire,Stage 2 Week 2,Search and Destroy,Express,2,6,3,Paris Legion,7:58,https://youtu.be/WqtSLqvQcyY?t=1401
57,226,Paris Legion,Dallas Empire,Stage 2 Week 2,Control,Raid,3,2,3,Dallas Empire,14:51,https://youtu.be/WqtSLqvQcyY?t=2582
57,227,Paris Legion,Dallas Empire,Stage 2 Week 2,Hardpoint,Raid,4,190,250,Dallas Empire,8:46,https://youtu.be/WqtSLqvQcyY?t=4028
58,228,Minnesota ROKKR,OpTic Chicago,Stage 2 Week 2,Hardpoint,Raid,1,250,81,Minnesota ROKKR,,https://youtu.be/k2CLweEppuE?t=267
58,229,Minnesota ROKKR,OpTic Chicago,Stage 2 Week 2,Search and Destroy,Raid,2,6,4,Minnesota ROKKR,10:09,https://youtu.be/k2CLweEppuE?t=1108
58,230,Minnesota ROKKR,OpTic Chicago,Stage 2 Week 2,Control,Raid,3,3,1,Minnesota ROKKR,12:39,https://youtu.be/k2CLweEppuE?t=2423
59,231,London Royal Ravens,Los Angeles Thieves,Stage 2 Week 2,Hardpoint,Checkmate,1,243,250,Los Angeles Thieves,11:34,https://youtu.be/_mEV-lOAgdU?t=626
59,232,London Royal Ravens,Los Angeles Thieves,Stage 2 Week 2,Search and Destroy,Raid,2,6,2,London Royal Ravens,,https://youtu.be/_mEV-lOAgdU?t=1693
59,233,London Royal Ravens,Los Angeles Thieves,Stage 2 Week 2,Control,Checkmate,3,3,0,London Royal Ravens,4:17,https://youtu.be/_mEV-lOAgdU?t=2888
59,234,London Royal Ravens,Los Angeles Thieves,Stage 2 Week 2,Hardpoint,Moscow,4,250,245,London Royal Ravens,11:37,https://youtu.be/_mEV-lOAgdU?t=3555
60,235,Los Angeles Guerrillas,New York Subliners,Stage 2 Week 2,Hardpoint,Checkmate,1,170,250,New York Subliners,9:55,https://youtu.be/3pZyhFxZBA8?t=323
60,236,Los Angeles Guerrillas,New York Subliners,Stage 2 Week 2,Search and Destroy,Moscow,2,6,4,Los Angeles Guerrillas,9:59,https://youtu.be/3pZyhFxZBA8?t=1273
60,237,Los Angeles Guerrillas,New York Subliners,Stage 2 Week 2,Control,Checkmate,3,2,3,New York Subliners,10:45,https://youtu.be/3pZyhFxZBA8?t=2621
60,238,Los Angeles Guerrillas,New York Subliners,Stage 2 Week 2,Hardpoint,Garrison,4,241,250,New York Subliners,,https://youtu.be/3pZyhFxZBA8?t=3764
61,239,London Royal Ravens,New York Subliners,Stage 2 Week 2,Hardpoint,Checkmate,1,209,250,New York Subliners,10:42,https://youtu.be/ksUrn5L7twM?t=462
61,240,London Royal Ravens,New York Subliners,Stage 2 Week 2,Search and Destroy,Express,2,5,6,New York Subliners,10:00,https://youtu.be/ksUrn5L7twM?t=1475
61,241,London Royal Ravens,New York Subliners,Stage 2 Week 2,Control,Checkmate,3,3,2,London Royal Ravens,14:20,https://youtu.be/ksUrn5L7twM?t=2836
61,242,London Royal Ravens,New York Subliners,Stage 2 Week 2,Hardpoint,Moscow,4,230,250,New York Subliners,11:25,https://youtu.be/ksUrn5L7twM?t=4639
62,243,Los Angeles Thieves,Atlanta FaZe,Stage 2 Week 2,Hardpoint,Garrison,1,155,250,Atlanta FaZe,9:26,https://youtu.be/joK6e0ez_CE?t=2486
62,244,Los Angeles Thieves,Atlanta FaZe,Stage 2 Week 2,Search and Destroy,Raid,2,3,6,Atlanta FaZe,8:18,https://youtu.be/joK6e0ez_CE?t=3349
62,245,Los Angeles Thieves,Atlanta FaZe,Stage 2 Week 2,Control,Checkmate,3,0,3,Atlanta FaZe,7:20,https://youtu.be/joK6e0ez_CE?t=4519
63,246,Los Angeles Guerrillas,Toronto Ultra,Stage 2 Week 2,Hardpoint,Checkmate,1,177,250,Toronto Ultra,10:53,https://youtu.be/aOICTF3SK1E?t=308
63,247,Los Angeles Guerrillas,Toronto Ultra,Stage 2 Week 2,Search and Destroy,Express,2,6,2,Los Angeles Guerrillas,8:29,https://youtu.be/aOICTF3SK1E?t=1303
63,248,Los Angeles Guerrillas,Toronto Ultra,Stage 2 Week 2,Control,Checkmate,3,3,0,Los Angeles Guerrillas,7:12,https://youtu.be/aOICTF3SK1E?t=2432
63,249,Los Angeles Guerrillas,Toronto Ultra,Stage 2 Week 2,Hardpoint,Raid,4,230,250,Toronto Ultra,10:20,https://youtu.be/aOICTF3SK1E?t=3251
63,250,Los Angeles Guerrillas,Toronto Ultra,Stage 2 Week 2,Search and Destroy,Raid,5,0,6,Toronto Ultra,5:26,https://youtu.be/aOICTF3SK1E?t=4269
64,251,Seattle Surge,Paris Legion,Stage 2 Week 2,Hardpoint,Moscow,1,250,197,Seattle Surge,11:01,https://youtu.be/F1_GEZj-U4E?t=400
64,252,Seattle Surge,Paris Legion,Stage 2 Week 2,Search and Destroy,Miami,2,6,1,Seattle Surge,9:14,https://youtu.be/F1_GEZj-U4E?t=1391
64,253,Seattle Surge,Paris Legion,Stage 2 Week 2,Control,Garrison,3,3,0,Seattle Surge,7:23,https://youtu.be/F1_GEZj-U4E?t=2519
65,254,Minnesota ROKKR,Dallas Empire,Stage 2 Week 2,Hardpoint,Checkmate,1,180,250,Dallas Empire,10:20,https://youtu.be/krbOYhcjVZU?t=368
65,255,Minnesota ROKKR,Dallas Empire,Stage 2 Week 2,Search and Destroy,Moscow,2,6,3,Minnesota ROKKR,8:58,https://youtu.be/krbOYhcjVZU?t=1373
65,256,Minnesota ROKKR,Dallas Empire,Stage 2 Week 2,Control,Raid,3,3,2,Minnesota ROKKR,16:37,https://youtu.be/krbOYhcjVZU?t=2601
65,257,Minnesota ROKKR,Dallas Empire,Stage 2 Week 2,Hardpoint,Raid,4,181,250,Dallas Empire,9:16,https://youtu.be/krbOYhcjVZU?t=4126
65,258,Minnesota ROKKR,Dallas Empire,Stage 2 Week 2,Search and Destroy,Express,5,6,4,Minnesota ROKKR,8:18,https://youtu.be/krbOYhcjVZU?t=5137
66,259,Florida Mutineers,OpTic Chicago,Stage 2 Week 2,Hardpoint,Raid,1,250,221,Florida Mutineers,9:53,https://youtu.be/Kpbx-1j3OAg?t=371
66,260,Florida Mutineers,OpTic Chicago,Stage 2 Week 2,Search and Destroy,Checkmate,2,6,5,Florida Mutineers,,https://youtu.be/Kpbx-1j3OAg?t=1314
66,261,Florida Mutineers,OpTic Chicago,Stage 2 Week 2,Control,Checkmate,3,3,2,Florida Mutineers,,https://youtu.be/Kpbx-1j3OAg?t=2784
67,262,Florida Mutineers,Dallas Empire,Stage 2 Week 3,Hardpoint,Checkmate,1,213,250,Dallas Empire,11:01,https://youtu.be/rF4JPRQ3C7Q?t=953
67,263,Florida Mutineers,Dallas Empire,Stage 2 Week 3,Search and Destroy,Checkmate,2,4,6,Dallas Empire,10:34,https://youtu.be/rF4JPRQ3C7Q?t=2101
67,264,Florida Mutineers,Dallas Empire,Stage 2 Week 3,Control,Checkmate,3,2,3,Dallas Empire,11:04,https://youtu.be/rF4JPRQ3C7Q?t=3507
68,265,Seattle Surge,OpTic Chicago,Stage 2 Week 3,Hardpoint,Raid,1,226,250,OpTic Chicago,9:56,https://youtu.be/RbYt6eapC5c?t=326
68,266,Seattle Surge,OpTic Chicago,Stage 2 Week 3,Search and Destroy,Checkmate,2,2,6,OpTic Chicago,9:54,https://youtu.be/RbYt6eapC5c?t=1309
68,267,Seattle Surge,OpTic Chicago,Stage 2 Week 3,Control,Raid,3,2,3,OpTic Chicago,14:38,https://youtu.be/RbYt6eapC5c?t=2640
69,268,London Royal Ravens,Toronto Ultra,Stage 2 Week 3,Hardpoint,Checkmate,1,140,250,Toronto Ultra,9:01,https://youtu.be/VqOoBQs50YE?t=420
69,269,London Royal Ravens,Toronto Ultra,Stage 2 Week 3,Search and Destroy,Raid,2,5,6,Toronto Ultra,10:09,https://youtu.be/VqOoBQs50YE?t=1314
69,270,London Royal Ravens,Toronto Ultra,Stage 2 Week 3,Control,Garrison,3,1,3,Toronto Ultra,,https://youtu.be/VqOoBQs50YE?t=2653
70,271,Los Angeles Guerrillas,Atlanta FaZe,Stage 2 Week 3,Hardpoint,Moscow,1,176,250,Atlanta FaZe,9:59,https://youtu.be/cryc9UQtIys?t=331
70,272,Los Angeles Guerrillas,Atlanta FaZe,Stage 2 Week 3,Search and Destroy,Miami,2,6,2,Los Angeles Guerrillas,10:00,https://youtu.be/cryc9UQtIys?t=1308
70,273,Los Angeles Guerrillas,Atlanta FaZe,Stage 2 Week 3,Control,Checkmate,3,2,3,Atlanta FaZe,11:57,https://youtu.be/cryc9UQtIys?t=2640
70,274,Los Angeles Guerrillas,Atlanta FaZe,Stage 2 Week 3,Hardpoint,Apocalypse,4,250,154,Los Angeles Guerrillas,8:37,https://youtu.be/cryc9UQtIys?t=3864
70,275,Los Angeles Guerrillas,Atlanta FaZe,Stage 2 Week 3,Search and Destroy,Express,5,6,0,Los Angeles Guerrillas,5:39,https://youtu.be/cryc9UQtIys?t=4814
71,276,Paris Legion,Florida Mutineers,Stage 2 Week 3,Hardpoint,Checkmate,1,250,237,Paris Legion,11:59,https://youtu.be/r6iQj91pv5Y?t=334
71,277,Paris Legion,Florida Mutineers,Stage 2 Week 3,Search and Destroy,Express,2,4,6,Florida Mutineers,6:21,https://youtu.be/r6iQj91pv5Y?t=1487
71,278,Paris Legion,Florida Mutineers,Stage 2 Week 3,Control,Garrison,3,3,1,Paris Legion,12:10,https://youtu.be/r6iQj91pv5Y?t=2624
71,279,Paris Legion,Florida Mutineers,Stage 2 Week 3,Hardpoint,Garrison,4,250,174,Paris Legion,11:04,https://youtu.be/r6iQj91pv5Y?t=3831
72,280,Seattle Surge,Minnesota ROKKR,Stage 2 Week 3,Hardpoint,Raid,1,250,235,Seattle Surge,10:44,https://youtu.be/zg8g6rPsjok?t=307
72,281,Seattle Surge,Minnesota ROKKR,Stage 2 Week 3,Search and Destroy,Express,2,6,4,Seattle Surge,12:22,https://youtu.be/zg8g6rPsjok?t=1400
72,282,Seattle Surge,Minnesota ROKKR,Stage 2 Week 3,Control,Raid,3,1,3,Minnesota ROKKR,13:45,https://youtu.be/zg8g6rPsjok?t=2875
72,283,Seattle Surge,Minnesota ROKKR,Stage 2 Week 3,Hardpoint,Garrison,4,197,250,Minnesota ROKKR,10:40,https://youtu.be/zg8g6rPsjok?t=4164
72,284,Seattle Surge,Minnesota ROKKR,Stage 2 Week 3,Search and Destroy,Miami,5,2,6,Minnesota ROKKR,11:02,https://youtu.be/zg8g6rPsjok?t=5225
73,285,Toronto Ultra,New York Subliners,Stage 2 Week 3,Hardpoint,Raid,1,176,250,New York Subliners,8:49,https://youtu.be/ScMb8KzxK20?t=356
73,286,Toronto Ultra,New York Subliners,Stage 2 Week 3,Search and Destroy,Checkmate,2,4,6,New York Subliners,11:42,https://youtu.be/ScMb8KzxK20?t=1283
73,287,Toronto Ultra,New York Subliners,Stage 2 Week 3,Control,Raid,3,3,1,Toronto Ultra,10:54,https://youtu.be/ScMb8KzxK20?t=2719
73,288,Toronto Ultra,New York Subliners,Stage 2 Week 3,Hardpoint,Checkmate,4,244,250,New York Subliners,11:52,https://youtu.be/ScMb8KzxK20?t=3847
74,289,London Royal Ravens,Atlanta FaZe,Stage 2 Week 3,Hardpoint,Garrison,1,119,250,Atlanta FaZe,10:17,https://youtu.be/Mky9daj1bMY?t=402
74,290,London Royal Ravens,Atlanta FaZe,Stage 2 Week 3,Search and Destroy,Express,2,3,6,Atlanta FaZe,8:59,https://youtu.be/Mky9daj1bMY?t=1394
74,291,London Royal Ravens,Atlanta FaZe,Stage 2 Week 3,Control,Garrison,3,0,3,Atlanta FaZe,8:43,https://youtu.be/Mky9daj1bMY?t=2699
75,292,Los Angeles Guerrillas,Los Angeles Thieves,Stage 2 Week 3,Hardpoint,Raid,1,250,161,Los Angeles Guerrillas,9:18,https://youtu.be/Bwl_kg5MIiM?t=434
75,293,Los Angeles Guerrillas,Los Angeles Thieves,Stage 2 Week 3,Search and Destroy,Miami,2,6,5,Los Angeles Guerrillas,14:51,https://youtu.be/Bwl_kg5MIiM?t=1376
75,294,Los Angeles Guerrillas,Los Angeles Thieves,Stage 2 Week 3,Control,Raid,3,3,2,Los Angeles Guerrillas,14:19,https://youtu.be/Bwl_kg5MIiM?t=3072
76,295,OpTic Chicago,Dallas Empire,Stage 2 Week 3,Hardpoint,Moscow,1,244,250,Dallas Empire,,https://youtu.be/Ciwsgykgmdw?t=366
76,296,OpTic Chicago,Dallas Empire,Stage 2 Week 3,Search and Destroy,Raid,2,6,2,OpTic Chicago,6:19,https://youtu.be/Ciwsgykgmdw?t=1497
76,297,OpTic Chicago,Dallas Empire,Stage 2 Week 3,Control,Checkmate,3,2,3,Dallas Empire,15:56,https://youtu.be/Ciwsgykgmdw?t=2597
76,298,OpTic Chicago,Dallas Empire,Stage 2 Week 3,Hardpoint,Checkmate,4,250,108,OpTic Chicago,8:49,https://youtu.be/Ciwsgykgmdw?t=4039
76,299,OpTic Chicago,Dallas Empire,Stage 2 Week 3,Search and Destroy,Checkmate,5,6,1,OpTic Chicago,9:06,https://youtu.be/Ciwsgykgmdw?t=5106
77,300,Los Angeles Thieves,Paris Legion,Major 2,Hardpoint,Checkmate,1,250,203,Los Angeles Thieves,10:59,https://youtu.be/Jm8xBObvItE?t=457
77,301,Los Angeles Thieves,Paris Legion,Major 2,Search and Destroy,Raid,2,6,0,Los Angeles Thieves,5:33,https://youtu.be/Jm8xBObvItE?t=1443
77,302,Los Angeles Thieves,Paris Legion,Major 2,Control,Checkmate,3,3,0,Los Angeles Thieves,6:57,https://youtu.be/Jm8xBObvItE?t=2616
78,303,Florida Mutineers,Los Angeles Guerrillas,Major 2,Hardpoint,Moscow,1,250,169,Florida Mutineers,9:07,https://youtu.be/z6s_Y1BL144?t=332
78,304,Florida Mutineers,Los Angeles Guerrillas,Major 2,Search and Destroy,Express,2,6,4,Florida Mutineers,9:07,https://youtu.be/z6s_Y1BL144?t=1274
78,305,Florida Mutineers,Los Angeles Guerrillas,Major 2,Control,Checkmate,3,3,0,Florida Mutineers,8:19,https://youtu.be/z6s_Y1BL144?t=2618
79,306,Dallas Empire,New York Subliners,Major 2,Hardpoint,Moscow,1,250,215,Dallas Empire,11:27,https://youtu.be/SryXsgY5ChA?t=416
79,307,Dallas Empire,New York Subliners,Major 2,Search and Destroy,Express,2,6,0,Dallas Empire,7:21,https://youtu.be/SryXsgY5ChA?t=1427
79,308,Dallas Empire,New York Subliners,Major 2,Control,Checkmate,3,3,1,Dallas Empire,13:25,https://youtu.be/SryXsgY5ChA?t=2467
80,309,Toronto Ultra,OpTic Chicago,Major 2,Hardpoint,Checkmate,1,236,250,OpTic Chicago,11:39,https://youtu.be/9HhRT6JUyMI?t=448
80,310,Toronto Ultra,OpTic Chicago,Major 2,Search and Destroy,Moscow,2,6,5,Toronto Ultra,14:15,https://youtu.be/9HhRT6JUyMI?t=1490
80,311,Toronto Ultra,OpTic Chicago,Major 2,Control,Raid,3,3,1,Toronto Ultra,13:06,https://youtu.be/9HhRT6JUyMI?t=3152
80,312,Toronto Ultra,OpTic Chicago,Major 2,Hardpoint,Raid,4,250,234,Toronto Ultra,9:56,https://youtu.be/9HhRT6JUyMI?t=4394
81,313,Los Angeles Thieves,London Royal Ravens,Major 2,Hardpoint,Apocalypse,1,163,250,London Royal Ravens,9:38,https://youtu.be/q-Y_Wkvc9UM?t=790
81,314,Los Angeles Thieves,London Royal Ravens,Major 2,Search and Destroy,Miami,2,2,6,London Royal Ravens,9:14,https://youtu.be/q-Y_Wkvc9UM?t=1693
81,315,Los Angeles Thieves,London Royal Ravens,Major 2,Control,Checkmate,3,3,1,Los Angeles Thieves,,https://youtu.be/q-Y_Wkvc9UM?t=2978
