Match ID,Map ID,Team 1,Team 2,Event,Mode,Map,Map Number,Team 1 Score,Team 2 Score,Map Winner,Score Difference,Total Game Time
73,285,Toronto Ultra,New York Subliners,Stage 2 Week 3,Hardpoint,Raid,1,176,250,New York Subliners,74,8:49
73,286,Toronto Ultra,New York Subliners,Stage 2 Week 3,Search and Destroy,Checkmate,2,4,6,New York Subliners,2,11:42
73,287,Toronto Ultra,New York Subliners,Stage 2 Week 3,Control,Raid,3,3,1,Toronto Ultra,2,10:54
73,288,Toronto Ultra,New York Subliners,Stage 2 Week 3,Hardpoint,Checkmate,4,244,250,New York Subliners,6,11:52
74,289,London Royal Ravens,Atlanta FaZe,Stage 2 Week 3,Hardpoint,Garrison,1,119,250,Atlanta FaZe,131,10:17
74,290,London Royal Ravens,Atlanta FaZe,Stage 2 Week 3,Search and Destroy,Express,2,3,6,Atlanta FaZe,3,8:59
74,291,London Royal Ravens,Atlanta FaZe,Stage 2 Week 3,Control,Garrison,3,0,3,Atlanta FaZe,3,8:43
75,292,Los Angeles Guerrillas,Los Angeles Thieves,Stage 2 Week 3,Hardpoint,Raid,1,250,161,Los Angeles Guerrillas,89,9:18
75,293,Los Angeles Guerrillas,Los Angeles Thieves,Stage 2 Week 3,Search and Destroy,Miami,2,6,5,Los Angeles Guerrillas,1,14:51
75,294,Los Angeles Guerrillas,Los Angeles Thieves,Stage 2 Week 3,Control,Raid,3,3,2,Los Angeles Guerrillas,1,14:19
76,295,OpTic Chicago,Dallas Empire,Stage 2 Week 3,Hardpoint,Moscow,1,244,250,Dallas Empire,6,
76,296,OpTic Chicago,Dallas Empire,Stage 2 Week 3,Search and Destroy,Raid,2,6,2,OpTic Chicago,4,6:19
76,297,OpTic Chicago,Dallas Empire,Stage 2 Week 3,Control,Checkmate,3,2,3,Dallas Empire,1,15:56
76,298,OpTic Chicago,Dallas Empire,Stage 2 Week 3,Hardpoint,Checkmate,4,250,108,OpTic Chicago,142,8:49
76,299,OpTic Chicago,Dallas Empire,Stage 2 Week 3,Search and Destroy,Checkmate,5,6,1,OpTic Chicago,5,9:06
77,300,Los Angeles Thieves,Paris Legion,Major 2,Hardpoint,Checkmate,1,250,203,Los Angeles Thieves,47,10:59
77,301,Los Angeles Thieves,Paris Legion,Major 2,Search and Destroy,Raid,2,6,0,Los Angeles Thieves,6,5:33
77,302,Los Angeles Thieves,Paris Legion,Major 2,Control,Checkmate,3,3,0,Los Angeles Thieves,3,6:57
78,303,Florida Mutineers,Los Angeles Guerrillas,Major 2,Hardpoint,Moscow,1,250,169,Florida Mutineers,81,9:07
78,304,Florida Mutineers,Los Angeles Guerrillas,Major 2,Search and Destroy,Express,2,6,4,Florida Mutineers,2,9:07
78,305,Florida Mutineers,Los Angeles Guerrillas,Major 2,Control,Checkmate,3,3,0,Florida Mutineers,3,8:19
79,306,Dallas Empire,New York Subliners,Major 2,Hardpoint,Moscow,1,250,215,Dallas Empire,35,11:27
79,307,Dallas Empire,New York Subliners,Major 2,Search and Destroy,Express,2,6,0,Dallas Empire,6,7:21
79,308,Dallas Empire,New York Subliners,Major 2,Control,Checkmate,3,3,1,Dallas Empire,2,13:25
80,309,Toronto Ultra,OpTic Chicago,Major 2,Hardpoint,Checkmate,1,236,250,OpTic Chicago,14,11:39
80,310,Toronto Ultra,OpTic Chicago,Major 2,Search and Destroy,Moscow,2,6,5,Toronto Ultra,1,14:15
80,311,Toronto Ultra,OpTic Chicago,Major 2,Control,Raid,3,3,1,Toronto Ultra,2,13:06
80,312,Toronto Ultra,OpTic Chicago,Major 2,Hardpoint,Raid,4,250,234,Toronto Ultra,16,9:56
81,313,Los Angeles Thieves,London Royal Ravens,Major 2,Hardpoint,Apocalypse,1,163,250,London Royal Ravens,87,9:38
81,314,Los Angeles Thieves,London Royal Ravens,Major 2,Search and Destroy,Miami,2,2,6,London Royal Ravens,4,9:14
81,315,Los Angeles Thieves,London Royal Ravens,Major 2,Control,Checkmate,3,3,1,Los Angeles Thieves,2,
81,316,Los Angeles Thieves,London Royal Ravens,Major 2,Hardpoint,Raid,4,250,189,Los Angeles Thieves,61,9:23
81,317,Los Angeles Thieves,London Royal Ravens,Major 2,Search and Destroy,Moscow,5,6,4,Los Angeles Thieves,2,10:36
82,318,Florida Mutineers,Seattle Surge,Major 2,Hardpoint,Moscow,1,250,244,Florida Mutineers,6,11:34
82,319,Florida Mutineers,Seattle Surge,Major 2,Search and Destroy,Express,2,5,6,Seattle Surge,1,9:37
82,320,Florida Mutineers,Seattle Surge,Major 2,Control,Garrison,3,1,3,Seattle Surge,2,8:29
82,321,Florida Mutineers,Seattle Surge,Major 2,Hardpoint,Checkmate,4,222,250,Seattle Surge,28,10:51
